,Result,match_number,team_code,opponent_code,gender,season,team_score,team_wickets,winner_code,toss_winner_code,home_advantage,venue_city_code,choose_to_bat,avg_score,avg_win_rate,avg_wickets_out,last_match_result
Result,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
match_number,0.0,117.47465437788019,1.5230414746543777,-1.8064516129032258,0.3548387096774194,-0.6751152073732729,-45.37096774193549,4.63594470046083,-1.8064516129032258,-3.1036866359447015,0.02534562211981552,-1.8064516129032258,0.9193548387096774,-6.957006050784859,0.0859892539616042,-1.1663131799076494,0.7304147465437786
team_code,0.0,1.5230414746543777,6.263184843830002,-0.8351254480286741,-0.02867383512544806,-0.07296466973886338,-8.277777777777777,0.5033282130056326,-0.8351254480286741,1.1149513568868408,0.14004096262160784,-0.8351254480286741,-0.1881720430107528,1.806644366897829,0.03172835406898384,-0.7403053963729844,0.0189452124935996
opponent_code,0.0,-1.8064516129032258,-0.8351254480286741,4.412186379928313,0.1379928315412186,0.03763440860215049,-1.767025089605735,0.2168458781362007,4.412186379928313,3.2240143369175636,-0.13261648745519714,4.412186379928313,-0.05913978494623655,2.570016363564748,-0.1648212997675363,0.49564917857928587,-0.10931899641577053
gender,0.0,0.3548387096774194,-0.02867383512544806,0.1379928315412186,0.2508960573476706,0.02150537634408602,5.845878136200716,-0.10573476702508963,0.1379928315412186,0.06272401433691754,-0.019713261648745525,0.1379928315412186,0.021505376344086034,4.89988958174442,0.013304852753777479,0.02100974990759932,0.0035842293906809906
season,0.0,-0.6751152073732729,-0.07296466973886338,0.03763440860215049,0.02150537634408602,0.2534562211981567,0.8010752688172028,0.013056835637480753,0.03763440860215049,0.1321044546850998,-0.007680491551459299,0.03763440860215049,0.016129032258064516,0.376779173207745,-0.01601130457697279,-0.0412305479125756,-0.0038402457757296597
team_score,0.0,-45.37096774193549,-8.277777777777777,-1.767025089605735,5.845878136200716,0.8010752688172028,554.0573476702509,-27.29749103942652,-1.767025089605735,-3.901433691756273,-0.028673835125448636,-1.767025089605735,0.60752688172043,70.38745855399081,-0.3334728791718039,-0.17934558969505285,-1.7777777777777783
team_wickets,0.0,4.63594470046083,0.5033282130056326,0.2168458781362007,-0.10573476702508963,0.013056835637480753,-27.29749103942652,4.273937532002049,0.2168458781362007,-0.24705581157194068,0.028929851510496683,0.2168458781362007,-0.005376344086021526,4.253526337973343,-0.041204107237133296,-0.06808320896262524,0.17844342037890426
winner_code,0.0,-1.8064516129032258,-0.8351254480286741,4.412186379928313,0.1379928315412186,0.03763440860215049,-1.767025089605735,0.2168458781362007,4.412186379928313,3.2240143369175636,-0.13261648745519714,4.412186379928313,-0.05913978494623655,2.570016363564748,-0.1648212997675363,0.49564917857928587,-0.10931899641577053
toss_winner_code,0.0,-3.1036866359447015,1.1149513568868408,3.2240143369175636,0.06272401433691754,0.1321044546850998,-3.901433691756273,-0.24705581157194068,3.2240143369175636,5.155657962109576,-0.018177163338453595,3.2240143369175636,-0.12365591397849465,2.651136472334629,-0.10656438024909608,0.19405930872904753,-0.14080901177675392
home_advantage,0.0,0.02534562211981552,0.14004096262160784,-0.13261648745519714,-0.019713261648745525,-0.007680491551459299,-0.028673835125448636,0.028929851510496683,-0.13261648745519714,-0.018177163338453595,0.23092677931387603,-0.13261648745519714,-0.021505376344086016,0.08379113845703744,-0.028758228316600055,0.02110533120517759,-0.05120327700972862
venue_city_code,0.0,-1.8064516129032258,-0.8351254480286741,4.412186379928313,0.1379928315412186,0.03763440860215049,-1.767025089605735,0.2168458781362007,4.412186379928313,3.2240143369175636,-0.13261648745519714,4.412186379928313,-0.05913978494623655,2.570016363564748,-0.1648212997675363,0.49564917857928587,-0.10931899641577053
choose_to_bat,0.0,0.9193548387096774,-0.1881720430107528,-0.05913978494623655,0.021505376344086034,0.016129032258064516,0.60752688172043,-0.005376344086021526,-0.05913978494623655,-0.12365591397849465,-0.021505376344086016,-0.05913978494623655,0.2258064516129031,1.00761630842276,-6.894240765208451e-05,0.052559552156326364,0.03763440860215054
avg_score,0.0,-6.957006050784859,1.806644366897829,2.570016363564748,4.89988958174442,0.376779173207745,70.38745855399081,4.253526337973343,2.570016363564748,2.651136472334629,0.08379113845703744,2.570016363564748,1.00761630842276,179.45644219005996,0.6672404660445859,-1.6253428241440082,0.3050629797749614
avg_win_rate,0.0,0.0859892539616042,0.03172835406898384,-0.1648212997675363,0.013304852753777479,-0.01601130457697279,-0.3334728791718039,-0.041204107237133296,-0.1648212997675363,-0.10656438024909608,-0.028758228316600055,-0.1648212997675363,-6.894240765208451e-05,0.6672404660445859,0.05771776691626415,-0.11883953691470366,0.0568537151390454
avg_wickets_out,0.0,-1.1663131799076494,-0.7403053963729844,0.49564917857928587,0.02100974990759932,-0.0412305479125756,-0.17934558969505285,-0.06808320896262524,0.49564917857928587,0.19405930872904753,0.02110533120517759,0.49564917857928587,0.052559552156326364,-1.6253428241440082,-0.11883953691470366,0.8878134713552297,-0.12221517885880409
last_match_result,0.0,0.7304147465437786,0.0189452124935996,-0.10931899641577053,0.0035842293906809906,-0.0038402457757296597,-1.7777777777777783,0.17844342037890426,-0.10931899641577053,-0.14080901177675392,-0.05120327700972862,-0.10931899641577053,0.03763440860215054,0.3050629797749614,0.0568537151390454,-0.12221517885880409,0.25396825396825384
